id,first_name,last_name,gender,date_of_birthday,deceased_indicator,owns_car,address,property_valuation,job_title,job_industry_category,wealth_segment,postcode,state
208,Rutter,Excell,Male,1994-10-31,N,No,417 Transport Trail,4,Office Assistant III,Property,High Net Worth,4503,QLD
209,Udall,Bellard,Male,1957-08-28,N,Yes,6327 Lunder Crossing,4,Analog Circuit Design manager,n/a,Affluent Customer,4655,QLD
210,Albrecht,Thomasson,Male,1963-11-18,N,No,811 Tony Road,9,Assistant Manager,Property,Mass Customer,4220,QLD
211,Beitris,,Female,1974-03-04,N,Yes,0 Northport Court,3,VP Marketing,Manufacturing,Mass Customer,4012,QLD
212,Nanice,Ellse,Female,2001-11-19,N,No,231 Havey Court,10,Desktop Support Technician,IT,Affluent Customer,2153,NSW
213,Lockwood,Exroll,Male,1996-05-14,N,Yes,603 Kenwood Avenue,11,Actuary,Financial Services,High Net Worth,2070,NSW
214,Jeramie,Cellier,Male,1957-11-29,N,No,09040 Myrtle Parkway,8,Food Chemist,Health,Mass Customer,2015,NSW
215,Debera,Foxworthy,Female,1974-06-24,N,Yes,05241 Shelley Park,8,Assistant Professor,Retail,High Net Worth,2776,NSW
216,Cinderella,Parcall,Female,1995-01-12,N,Yes,7 Pankratz Point,8,Quality Engineer,Financial Services,High Net Worth,3011,VIC
217,Jeralee,Quartly,Female,1979-12-09,N,No,51 Crescent Oaks Parkway,8,,Manufacturing,High Net Worth,2761,NSW
218,Stefa,Dunnan,Female,1993-08-06,N,Yes,49 Emmet Junction,11,Administrative Officer,Property,High Net Worth,2015,NSW
219,Markus,Mughal,Male,1964-11-25,N,No,78 Surrey Place,7,Database Administrator III,Health,Mass Customer,2502,NSW
220,Jeniffer,Apark,Female,1954-05-10,N,No,6236 Summerview Terrace,12,Electrical Engineer,Manufacturing,High Net Worth,2110,NSW
221,Mara,Bloore,Female,1980-03-10,N,No,682 Sheridan Avenue,9,Tax Accountant,Manufacturing,Mass Customer,2566,NSW
222,Nev,Larive,Male,1978-09-03,N,No,04139 Delladonna Place,7,Clinical Specialist,Health,Mass Customer,2519,NSW
223,Ossie,Meaton,Male,1983-11-26,N,Yes,2 Scott Circle,9,VP Sales,n/a,Affluent Customer,2506,NSW
224,Morgun,Girvan,Male,1967-12-03,N,No,92253 Kensington Drive,7,Compensation Analyst,Financial Services,Affluent Customer,2209,NSW
225,Brittaney,Pring,Female,1977-03-11,N,No,93 Westend Terrace,10,Pharmacist,Health,Affluent Customer,2116,NSW
226,Bondie,Letty,Male,1977-11-11,N,No,4 5th Point,11,Database Administrator IV,Manufacturing,Mass Customer,2075,NSW
227,Wendall,McKeand,Male,1973-08-14,N,No,11667 Blackbird Street,10,Accountant I,Entertainment,Mass Customer,2226,NSW
228,Lucia,Pickervance,Female,1986-05-25,N,No,0 Sommers Circle,9,Systems Administrator II,Manufacturing,High Net Worth,2145,NSW
229,Vaughn,Lambis,Male,1966-03-06,N,No,2 Northridge Street,10,,Property,High Net Worth,2508,NSW
230,Maegan,Scyone,Female,1954-06-24,N,No,816 Spohn Center,10,Internal Auditor,Property,High Net Worth,2036,NSW
231,Basile,Winsor,Male,1995-08-05,N,Yes,98 Service Court,8,Design Engineer,Financial Services,Mass Customer,2018,NSW
232,Zaria,Koeppke,Female,1987-11-11,N,No,6 Morning Park,2,Professor,Retail,Mass Customer,3666,VIC
233,Art,Barwell,Male,1986-08-08,N,No,4263 Hanson Place,11,Environmental Tech,Property,Mass Customer,2021,NSW
234,Mead,Alpes,Female,1969-08-12,N,No,6159 Katie Street,8,Chief Design Engineer,Retail,High Net Worth,2750,NSW
235,Leona,Phateplace,Female,1976-12-26,N,No,95 Eliot Street,3,Social Worker,Health,Mass Customer,4514,QLD
236,Tybalt,Gillingwater,Male,1954-10-30,N,No,0 Westend Park,9,Research Nurse,Health,Affluent Customer,2525,NSW
237,Reginald,Dartan,Male,1974-03-07,N,Yes,39988 Porter Pass,7,Account Coordinator,Property,High Net Worth,4152,QLD
238,Max,Bilborough,Male,1984-02-04,N,Yes,0796 Melody Park,9,Programmer III,n/a,Mass Customer,2200,NSW
239,Wells,Pressman,Male,1992-12-13,N,No,2914 Vahlen Lane,8,Registered Nurse,Health,Affluent Customer,2250,NSW
240,Gavin,Fawks,Male,1989-07-28,N,Yes,65 Kinsman Trail,6,Administrative Assistant III,IT,High Net Worth,3023,VIC
241,Quillan,Duigan,Male,1987-05-09,N,No,07227 Hoard Terrace,1,Quality Engineer,Entertainment,Mass Customer,3500,VIC
242,Taite,Droghan,Male,1992-03-20,N,No,25503 Evergreen Drive,5,Nurse,Property,Affluent Customer,4300,QLD
243,Barbara,Croxley,Female,1976-09-02,N,Yes,2 2nd Plaza,4,Teacher,Manufacturing,High Net Worth,2283,NSW
244,Germayne,Sperry,Male,1974-11-25,N,No,122 Melrose Drive,10,,Retail,Affluent Customer,2102,NSW
245,Noell,Grahlmans,Female,2001-09-26,N,No,37024 Anniversary Place,11,Associate Professor,Financial Services,Affluent Customer,2204,NSW
246,Binny,Whight,Female,1991-02-28,N,No,91141 Huxley Parkway,10,Technical Writer,Manufacturing,High Net Worth,2040,NSW
247,Kristal,Joysey,Female,1983-05-06,N,Yes,04 Fallview Trail,8,Staff Accountant II,Financial Services,High Net Worth,2749,NSW
248,Inger,Eskell,Female,1978-04-15,N,Yes,8029 Gulseth Center,7,Clinical Specialist,Health,Affluent Customer,2304,NSW
249,D'arcy,Slay,Male,1992-09-13,N,No,77248 Columbus Drive,7,Quality Control Specialist,IT,High Net Worth,2340,NSW
250,Kristofer,,Male,1988-04-15,N,Yes,0850 Schmedeman Drive,1,Legal Assistant,Health,Mass Customer,3580,VIC
251,Mala,,Female,1977-12-24,N,Yes,131 Northfield Parkway,2,VP Sales,Financial Services,Affluent Customer,3355,VIC
252,Anthea,Ruskin,Female,1983-01-24,N,Yes,5130 Manley Court,7,Account Coordinator,Property,Mass Customer,2287,NSW
253,Amalee,Choak,Female,1997-05-11,N,Yes,879 Coolidge Point,5,Food Chemist,Health,Mass Customer,2324,NSW
254,Barbie,Rubi,Female,1961-09-22,N,No,6759 Nevada Point,6,Information Systems Manager,Retail,Mass Customer,2323,NSW
255,Keeley,Kruger,Female,1954-01-15,N,No,8208 Parkside Point,6,Desktop Support Technician,IT,Mass Customer,2320,NSW
256,Linell,Beadle,Female,1975-05-07,N,Yes,15 Straubel Way,2,Director of Sales,Health,High Net Worth,4680,QLD
257,Marissa,,Female,1966-02-08,N,Yes,7 Eastlawn Street,1,Sales Associate,Manufacturing,Affluent Customer,2346,NSW
258,Othella,Keher,Female,1992-05-03,N,No,42067 Duke Terrace,10,Administrative Officer,Manufacturing,High Net Worth,2031,NSW
259,Venita,Dymick,Female,1983-07-22,N,Yes,50 Everett Way,9,Senior Developer,Health,High Net Worth,2064,NSW
260,Farand,Marriner,Female,1979-08-30,N,Yes,454 Green Ridge Avenue,10,Senior Quality Engineer,Health,High Net Worth,2176,NSW
261,Marve,Pryn,Male,1977-10-15,N,No,19220 Evergreen Crossing,9,Structural Engineer,n/a,Mass Customer,3195,VIC
262,Cordie,Petrelli,Male,1977-12-23,N,Yes,109 Tomscot Avenue,10,,Health,High Net Worth,2010,NSW
263,Tonia,Leigh,Female,1985-11-19,N,No,48 Arizona Drive,10,Dental Hygienist,Health,High Net Worth,2768,NSW
264,Jedd,Spiby,Male,1977-12-07,N,No,92 Lyons Place,9,Technical Writer,Health,Mass Customer,2752,NSW
265,Pennie,Stoile,Male,1965-10-05,N,Yes,47 Jana Junction,7,Sales Representative,Retail,High Net Worth,3802,VIC
266,Lelia,Garatty,Female,1989-07-19,N,No,90173 Oneill Place,10,Account Executive,Retail,Affluent Customer,3071,VIC
267,Edgar,Buckler,U,,N,No,6262 Elgar Avenue,2,,IT,High Net Worth,4735,QLD
268,Kacie,Kidston,Female,1978-10-18,N,No,5668 Corscot Circle,12,Chemical Engineer,Manufacturing,Mass Customer,2065,NSW
269,Zacherie,Grindley,Male,1954-09-19,N,Yes,8 Texas Plaza,9,Nurse Practicioner,Property,Mass Customer,3081,VIC
270,Auberta,Roundtree,Female,1970-12-10,N,Yes,32062 Oak Terrace,8,Budget/Accounting Analyst III,n/a,Mass Customer,3205,VIC
271,Doll,Burtwell,Female,1991-02-13,N,No,07158 Roth Pass,4,Financial Advisor,Financial Services,Mass Customer,2165,NSW
272,Arlie,Crean,Female,1987-06-06,N,Yes,370 Portage Parkway,8,Product Engineer,Retail,Mass Customer,3125,VIC
273,Nevile,Abraham,Male,1963-04-22,N,No,19795 Bultman Circle,8,Computer Systems Analyst IV,n/a,Mass Customer,4214,QLD
274,Tessi,Hesse,Female,1976-09-15,N,Yes,3 Corscot Crossing,12,Social Worker,Health,Mass Customer,2030,NSW
275,Dud,,Male,1955-07-27,N,No,34 Kim Center,11,VP Sales,Health,High Net Worth,2036,NSW
276,Goldi,Dwine,Female,1990-03-25,N,No,8 Starling Pass,8,,Financial Services,Mass Customer,2767,NSW
277,Jehanna,Alvarado,Female,1956-02-19,N,No,36 Vidon Parkway,6,VP Product Management,n/a,High Net Worth,2798,NSW
278,Sydney,Georger,Male,1997-07-30,N,Yes,8 Riverside Place,5,Executive Secretary,n/a,Affluent Customer,4211,QLD
279,Tamera,Hinckes,Female,1981-09-09,N,No,28604 Bellgrove Circle,6,Web Designer I,Manufacturing,Mass Customer,4508,QLD
280,Welch,MacAllaster,Male,1995-03-22,N,Yes,2 Cottonwood Road,11,Geologist I,n/a,Affluent Customer,2032,NSW
281,Jeanette,Sizzey,Female,1972-12-27,N,Yes,58 Parkside Hill,12,Cost Accountant,Financial Services,High Net Worth,2117,NSW
282,Lauren,Curcher,Male,1989-10-27,N,Yes,747 Thackeray Circle,7,VP Quality Control,Argiculture,High Net Worth,4551,QLD
283,Sari,Noye,Female,1991-02-04,N,No,5583 Prairie Rose Trail,8,Assistant Manager,Retail,Mass Customer,2765,NSW
284,Seth,Moorman,Male,1986-04-11,N,Yes,071 Cardinal Point,7,Financial Analyst,Financial Services,High Net Worth,3064,VIC
285,Julee,Janovsky,Female,1977-11-19,N,No,7169 North Lane,9,Community Outreach Specialist,Manufacturing,Mass Customer,2023,NSW
286,Kiley,Canaan,Male,1989-08-01,N,Yes,6923 Tennessee Circle,9,Accounting Assistant II,Manufacturing,Affluent Customer,2766,NSW
287,Hannie,Wodham,Female,1985-05-06,N,No,8207 Cascade Court,5,Nuclear Power Engineer,Manufacturing,Affluent Customer,3810,VIC
288,Ebenezer,Seedman,Male,1985-09-08,N,No,2 Brentwood Place,8,,Manufacturing,High Net Worth,4151,QLD
289,Modestia,Lithgow,Female,1970-04-12,N,No,00 5th Lane,2,Clinical Specialist,Health,High Net Worth,2830,NSW
290,Giorgio,Kevane,U,,N,No,807 Beilfuss Crossing,7,Senior Sales Associate,IT,Mass Customer,3030,VIC
291,Aime,Burston,Female,1971-10-22,N,No,76 Graedel Street,6,Assistant Media Planner,Entertainment,Mass Customer,4812,QLD
292,Gelya,Gerant,Female,1961-11-24,N,Yes,29886 Crownhardt Crossing,8,VP Product Management,n/a,Affluent Customer,2141,NSW
293,Virgilio,Willcocks,Male,1989-12-10,N,Yes,1 Drewry Junction,7,Administrative Assistant III,Manufacturing,Mass Customer,3810,VIC
294,Magnum,Slowan,Male,1959-04-01,N,No,83 Brickson Park Drive,8,Recruiting Manager,n/a,High Net Worth,3029,VIC
295,Lena,Chape,Female,1964-12-26,N,Yes,95 Almo Junction,9,Database Administrator II,n/a,Mass Customer,2173,NSW
296,Marshal,Rathbone,Male,1972-06-19,N,Yes,08 Golf View Plaza,9,,Health,High Net Worth,3199,VIC
297,Cecile,MacLise,Female,1959-04-27,N,No,6170 Buena Vista Way,7,Electrical Engineer,Manufacturing,High Net Worth,2320,NSW
298,Maurise,Lenglet,Male,1956-08-15,N,No,0 Orin Place,7,Engineer I,Manufacturing,High Net Worth,4506,QLD
299,Corabelle,Hartnell,Female,1956-09-15,N,Yes,20924 Banding Crossing,9,Budget/Accounting Analyst I,Financial Services,Mass Customer,2516,NSW
300,Malachi,Hadcroft,Male,1956-06-22,N,No,91193 Petterle Road,11,Clinical Specialist,Health,Mass Customer,2035,NSW
301,Hildy,Bilbrook,Female,1980-10-10,N,No,01459 Fremont Place,4,Developer IV,Manufacturing,High Net Worth,2747,NSW
302,Laurice,Colgrave,Female,1977-03-27,N,No,58 Spenser Circle,3,,Health,Mass Customer,3030,VIC
303,Shane,Smetoun,Female,1974-08-15,N,Yes,93 Lawn Park,9,Assistant Professor,Argiculture,Mass Customer,3152,VIC
304,Paddy,Mumbray,Male,1969-03-27,N,Yes,5982 Mosinee Avenue,5,VP Marketing,Manufacturing,Mass Customer,3340,VIC
305,Cris,Chellam,Female,1974-03-17,N,No,37006 Hoard Circle,7,Financial Analyst,Financial Services,Mass Customer,3182,VIC
306,Ruy,Adanet,Male,1973-08-02,N,No,06 Corry Pass,9,Registered Nurse,Health,High Net Worth,2450,NSW
307,Ruben,Handlin,Male,1984-08-18,N,Yes,099 Nova Plaza,10,Clinical Specialist,Health,Affluent Customer,2227,NSW
308,Iver,Dobsons,Male,1983-03-09,N,No,252 Mockingbird Plaza,10,Database Administrator I,IT,High Net Worth,2216,NSW
309,Maurizia,Ligerton,Female,1974-10-02,N,Yes,990 Kensington Park,8,Clinical Specialist,Health,Mass Customer,3796,VIC
310,Myranda,Clowser,Female,1985-02-13,N,Yes,706 Anniversary Alley,3,Account Coordinator,Financial Services,Mass Customer,3064,VIC
311,Jaimie,Halms,Female,1957-08-16,N,No,52 Corben Place,10,Internal Auditor,Health,High Net Worth,3197,VIC
312,Garek,Prattin,Male,1958-03-17,N,Yes,4270 Loeprich Lane,7,Desktop Support Technician,Financial Services,Affluent Customer,3064,VIC
313,Theo,McKune,Male,1987-12-22,N,Yes,2 Clyde Gallagher Drive,10,Operator,Manufacturing,Mass Customer,2232,NSW
314,Catie,Advani,Female,1962-08-25,N,Yes,671 American Ash Way,2,Marketing Assistant,Retail,High Net Worth,2365,NSW
315,Lisa,Odlin,Female,1958-04-16,N,No,93 American Ash Avenue,8,Chief Design Engineer,Manufacturing,Affluent Customer,2747,NSW
316,Genni,Larway,Female,1976-06-01,N,Yes,1108 Nevada Junction,2,Environmental Specialist,Manufacturing,Mass Customer,4701,QLD
317,Elicia,Dahler,Female,1974-02-10,N,Yes,41 Spaight Road,5,Automation Specialist II,Entertainment,Mass Customer,4503,QLD
318,Libbie,Castelin,Female,1969-05-19,N,Yes,5 Schurz Place,6,Programmer III,Retail,Affluent Customer,4350,QLD
319,Madelle,Matteris,Female,1971-10-11,N,Yes,82 8th Alley,9,,Retail,Mass Customer,4210,QLD
320,Aldous,Cubin,Male,1997-02-09,N,No,84 Lawn Way,9,Registered Nurse,Health,Mass Customer,2223,NSW
321,Christean,Finnes,Female,1973-09-15,N,No,0 Coolidge Avenue,8,Marketing Manager,n/a,Mass Customer,4122,QLD
322,De,Denington,Female,1977-03-10,N,Yes,0 Graceland Plaza,10,Research Associate,Financial Services,Mass Customer,2515,NSW
323,Celka,Goodrich,Female,1973-06-04,N,Yes,8717 Mandrake Place,8,Senior Developer,Health,Mass Customer,4214,QLD
324,Franz,Lyptrit,Male,1986-08-05,N,Yes,2 Thierer Lane,8,Computer Systems Analyst I,IT,Mass Customer,3437,VIC
325,Anthia,Ghilardini,Female,1971-09-26,N,Yes,19507 Red Cloud Park,4,Computer Systems Analyst I,Financial Services,Affluent Customer,3338,VIC
326,Guenna,Spensly,Female,1980-02-16,N,No,3 Golf Course Avenue,9,Help Desk Operator,Financial Services,Mass Customer,2203,NSW
327,Cris,Richfield,Female,1968-07-24,N,No,042 Bunker Hill Avenue,8,Design Engineer,Health,Mass Customer,2088,NSW
328,Bernice,Kings,Female,1991-04-11,N,No,45793 Nancy Plaza,8,Senior Developer,Manufacturing,Mass Customer,4226,QLD
329,Garvy,Berthel,Male,1984-11-20,N,Yes,314 Northland Plaza,5,Account Representative IV,Entertainment,High Net Worth,4213,QLD
330,Port,Pancost,Male,1959-06-03,N,Yes,3093 Mockingbird Place,2,Recruiting Manager,Manufacturing,High Net Worth,3356,VIC
331,Ford,Groucock,Male,1998-09-23,N,Yes,82 Mcbride Trail,6,Desktop Support Technician,Health,Mass Customer,3223,VIC
332,Liza,Trouel,Female,1978-08-19,N,No,24044 Bonner Hill,8,Registered Nurse,Health,High Net Worth,3032,VIC
333,Debbi,Doohey,Female,1965-06-20,N,Yes,1 Rowland Circle,10,Sales Associate,Financial Services,Affluent Customer,3105,VIC
334,Fredi,Iannuzzelli,Female,1999-05-20,N,Yes,7 Arapahoe Pass,12,Financial Advisor,Financial Services,Affluent Customer,3101,VIC
335,Debee,Martynov,Female,1983-04-19,N,No,7905 Spaight Alley,8,Senior Editor,n/a,Affluent Customer,2763,NSW
336,Georgiana,Wallington,Female,1980-01-06,N,No,8 Grayhawk Circle,10,,Manufacturing,High Net Worth,2089,NSW
337,Shaylah,Urquhart,Female,1979-10-08,N,Yes,3 Lyons Road,8,Statistician IV,Argiculture,High Net Worth,2759,NSW
338,Hilliary,Littrell,Female,1958-03-14,N,No,72419 Eagan Road,10,,Health,Mass Customer,2040,NSW
339,Nanny,Casero,Female,1980-01-11,N,No,6860 Green Ridge Avenue,11,Human Resources Manager,Health,Mass Customer,2126,NSW
340,Joshuah,Purvey,Male,1973-07-31,N,Yes,85 Straubel Park,9,,Argiculture,Mass Customer,2147,NSW
341,Jeremiah,Wasling,Male,1976-08-25,N,No,08 Ronald Regan Plaza,9,GIS Technical Architect,Financial Services,Mass Customer,2251,NSW
342,Winslow,Hammant,Male,1987-05-19,N,No,44621 Linden Drive,10,Programmer IV,Health,High Net Worth,2155,NSW
343,Nicole,Johananoff,Female,1957-08-14,N,No,3 Moulton Lane,9,Recruiter,Property,Affluent Customer,2153,NSW
344,Carlene,Eyckelbeck,Female,1973-07-18,N,Yes,7633 Mayer Plaza,10,,n/a,High Net Worth,2768,NSW
345,Tish,Oleksiak,Female,1989-02-03,N,Yes,98 Westerfield Trail,11,Senior Sales Associate,Health,High Net Worth,3127,VIC
346,Timmie,Eisikowitz,Male,1981-03-15,N,No,1826 Hazelcrest Park,9,Financial Analyst,Financial Services,Mass Customer,3087,VIC
347,Berkly,Grishinov,Male,1965-06-06,N,No,98 Sutteridge Point,10,Marketing Manager,Financial Services,Mass Customer,3131,VIC
348,Gan,Devoy,Male,1980-11-01,N,Yes,6 Sunbrook Center,6,Assistant Professor,Retail,Mass Customer,4350,QLD
349,Vinnie,Usherwood,Female,1981-04-15,N,No,143 Elka Circle,9,Computer Systems Analyst IV,Manufacturing,High Net Worth,3134,VIC
350,Carmela,Jesper,Female,1977-12-09,N,Yes,0293 Porter Crossing,5,Clinical Specialist,Health,Mass Customer,2830,NSW
351,Dev,Hafner,Male,1999-05-12,N,Yes,7447 Nevada Park,8,Pharmacist,Health,Mass Customer,2193,NSW
352,Orrin,Finding,Male,1979-07-08,N,No,7 Park Meadow Drive,3,Sales Representative,Retail,Mass Customer,4055,QLD
353,Antonia,Cardis,Female,1980-10-09,N,No,780 Carberry Place,9,Information Systems Manager,n/a,Mass Customer,3199,VIC
354,Mavra,Donavan,Female,1980-11-26,N,No,5337 Dennis Pass,9,Legal Assistant,Property,Mass Customer,2170,NSW
355,Stacy,Gullane,Female,1979-06-01,N,Yes,7 Debs Point,4,Database Administrator II,Retail,Mass Customer,2322,NSW
356,Nichole,,Female,1975-03-30,N,No,708 Russell Parkway,7,Librarian,Entertainment,High Net Worth,2530,NSW
357,Betta,Shrimpton,Female,1969-01-25,N,No,66286 Homewood Alley,11,Director of Sales,n/a,Affluent Customer,2075,NSW
358,Kippie,Crimpe,Female,1985-12-27,N,No,8728 Express Way,7,Accounting Assistant IV,n/a,Mass Customer,2340,NSW
359,Dulcine,Gauson,Female,1958-11-28,N,Yes,93583 Moland Way,12,Legal Assistant,Manufacturing,Affluent Customer,2066,NSW
360,Atalanta,Starbucke,Female,1956-04-02,N,Yes,18264 Maryland Way,9,Staff Scientist,Property,Mass Customer,4217,QLD
361,Stephana,Minero,Female,1999-03-27,N,Yes,411 Homewood Lane,5,Software Engineer IV,Health,Mass Customer,4020,QLD
362,Jamima,Pirolini,Female,1974-11-17,N,Yes,8 Mariners Cove Drive,10,Software Engineer IV,Financial Services,High Net Worth,2096,NSW
363,Sabrina,Caddy,Female,1988-03-04,N,Yes,279 Jenna Circle,12,Project Manager,Retail,Mass Customer,2179,NSW
364,Leontyne,Simpkiss,Female,1976-09-30,N,No,382 Maywood Parkway,6,Database Administrator III,Financial Services,Affluent Customer,4127,QLD
365,Romona,Capitano,Female,1976-06-27,N,No,6085 Petterle Circle,10,VP Quality Control,Property,High Net Worth,3130,VIC
366,Constance,Ucchino,Female,1954-01-08,N,No,06324 Michigan Trail,4,Librarian,Entertainment,High Net Worth,4570,QLD
367,Katrinka,Sturrock,Female,1985-02-17,N,Yes,92808 Mallard Terrace,4,Programmer II,Manufacturing,Mass Customer,3215,VIC
368,Lacee,Roan,Female,1986-11-26,N,No,841 Anderson Drive,8,,Financial Services,High Net Worth,3101,VIC
369,Alic,Trenear,Male,1991-08-24,N,Yes,67884 Fair Oaks Parkway,9,Actuary,Financial Services,Mass Customer,3931,VIC
370,Trstram,Bondesen,Male,1998-07-27,N,Yes,1823 Judy Center,10,,Telecommunications,Affluent Customer,3165,VIC
371,Pernell,Favelle,Male,1954-07-06,N,No,953 Eliot Crossing,9,Systems Administrator III,Financial Services,Mass Customer,2166,NSW
372,Moina,Thumim,Female,1987-08-13,N,Yes,90761 Shasta Pass,7,Graphic Designer,Property,Affluent Customer,3936,VIC
373,Eva,Colenutt,Female,2000-08-26,N,Yes,259 Barnett Crossing,5,Structural Analysis Engineer,Health,High Net Worth,2265,NSW
374,Valdemar,MacCoughen,Male,1992-01-22,N,Yes,0 Brown Trail,9,Senior Financial Analyst,Financial Services,Mass Customer,2203,NSW
375,Salvidor,Renzo,Male,1976-08-23,N,Yes,3467 Prairie Rose Lane,7,Automation Specialist II,Manufacturing,Mass Customer,3034,VIC
376,Marena,Brunotti,Female,1966-10-24,N,Yes,24 Scoville Parkway,1,Financial Advisor,Financial Services,Mass Customer,4670,QLD
377,Levy,Bonavia,Male,1999-05-19,N,No,010 Namekagon Parkway,12,Staff Scientist,Argiculture,Mass Customer,2062,NSW
378,Raquela,Yuille,Female,1974-05-04,N,No,99826 Steensland Avenue,5,Senior Developer,Retail,Mass Customer,2162,NSW
379,Bert,Ainslie,Male,1980-03-13,N,Yes,28809 Mesta Pass,8,,Manufacturing,High Net Worth,4170,QLD
380,Teriann,Birdsey,Female,1956-05-15,N,No,201 Randy Parkway,7,Structural Engineer,Property,Mass Customer,3033,VIC
381,Leesa,Castleman,Female,1996-11-30,N,No,58211 Surrey Crossing,9,Sales Associate,n/a,Affluent Customer,2170,NSW
